#podName,tenantCreation,dwsDequeue,superCreation,superReady,uwsDequeue,tenantUpdate
vc84-t46-pod23,1608959218,1608959219,1608959219,1608959219,1608959220,1608959220
vc70-t21-pod163,1608959221,1608959231,1608959231,1608959231,1608959235,1608959235
vc25-t48-pod157,1608959221,1608959231,1608959231,1608959231,1608959234,1608959234
vc25-t48-pod59,1608959219,1608959222,1608959222,1608959222,1608959224,1608959224
vc71-t38-pod183,1608959222,1608959233,1608959233,1608959233,1608959237,1608959237
vc40-t18-pod48,1608959219,1608959221,1608959221,1608959221,1608959223,1608959223
vc40-t18-pod7,1608959218,1608959218,1608959218,1608959218,1608959218,1608959218
vc61-t43-pod173,1608959221,1608959232,1608959232,1608959232,1608959236,1608959236
vc63-t1-pod6,1608959218,1608959218,1608959218,1608959218,1608959223,1608959223
vc41-t8-pod87,1608959220,1608959224,1608959224,1608959224,1608959227,1608959227
vc78-t12-pod109,1608959220,1608959226,1608959226,1608959227,1608959230,1608959230
vc4-t11-pod129,1608959221,1608959228,1608959228,1608959229,1608959232,1608959232
vc28-t25-pod112,1608959220,1608959227,1608959227,1608959227,1608959230,1608959230
vc71-t38-pod28,1608959218,1608959219,1608959219,1608959219,1608959220,1608959220
vc1-t34-pod137,1608959221,1608959229,1608959229,1608959229,1608959233,1608959233
vc29-t17-pod76,1608959219,1608959223,1608959223,1608959223,1608959226,1608959226
vc70-t21-pod199,1608959221,1608959233,1608959233,1608959233,1608959233,1608959234
vc70-t21-pod58,1608959219,1608959221,1608959221,1608959222,1608959224,1608959224
vc23-t47-pod106,1608959220,1608959226,1608959226,1608959226,1608959229,1608959229
vc39-t7-pod59,1608959219,1608959222,1608959222,1608959222,1608959224,1608959224
vc61-t43-pod46,1608959219,1608959220,1608959220,1608959220,1608959223,1608959223
vc36-t30-pod49,1608959219,1608959221,1608959221,1608959221,1608959223,1608959223
vc6-t19-pod103,1608959220,1608959226,1608959226,1608959226,1608959230,1608959230
vc65-t20-pod186,1608959221,1608959233,1608959233,1608959233,1608959236,1608959236
vc74-t22-pod139,1608959221,1608959229,1608959229,1608959229,1608959233,1608959233
vc39-t7-pod148,1608959221,1608959230,1608959230,1608959230,1608959234,1608959234
vc99-t9-pod257,1608959223,1608959236,1608959236,1608959236,1608959240,1608959240
vc63-t1-pod199,1608959222,1608959234,1608959234,1608959234,1608959238,1608959238
vc6-t19-pod78,1608959220,1608959224,1608959224,1608959224,1608959227,1608959227
vc85-t39-pod94,1608959220,1608959225,1608959225,1608959225,1608959228,1608959228
vc79-t4-pod18,1608959218,1608959219,1608959219,1608959219,1608959220,1608959220
vc20-t42-pod172,1608959221,1608959232,1608959232,1608959232,1608959236,1608959236
vc85-t39-pod104,1608959220,1608959226,1608959226,1608959226,1608959230,1608959230
vc85-t39-pod45,1608959219,1608959220,1608959220,1608959220,1608959223,1608959223
vc8-t23-pod129,1608959221,1608959228,1608959228,1608959228,1608959232,1608959232
vc99-t9-pod204,1608959222,1608959234,1608959234,1608959234,1608959238,1608959238
vc26-t24-pod105,1608959220,1608959226,1608959226,1608959226,1608959230,1608959230
vc26-t24-pod26,1608959218,1608959219,1608959219,1608959219,1608959221,1608959221
vc44-t26-pod198,1608959222,1608959234,1608959234,1608959234,1608959238,1608959238
vc93-t28-pod35,1608959218,1608959220,1608959220,1608959220,1608959221,1608959221
vc45-t49-pod88,1608959220,1608959225,1608959225,1608959225,1608959228,1608959228
vc25-t48-pod69,1608959219,1608959223,1608959223,1608959223,1608959226,1608959226
vc40-t18-pod25,1608959218,1608959219,1608959219,1608959219,1608959220,1608959220
vc78-t12-pod197,1608959222,1608959233,1608959233,1608959233,1608959237,1608959237
vc45-t49-pod93,1608959220,1608959225,1608959225,1608959225,1608959228,1608959228
vc74-t22-pod81,1608959219,1608959224,1608959224,1608959224,1608959227,1608959227
vc25-t48-pod156,1608959221,1608959231,1608959231,1608959231,1608959234,1608959234
vc39-t7-pod48,1608959219,1608959221,1608959221,1608959221,1608959223,1608959223
vc61-t43-pod206,1608959222,1608959234,1608959234,1608959234,1608959238,1608959238
vc38-t6-pod23,1608959218,1608959219,1608959219,1608959219,1608959220,1608959220
vc78-t12-pod6,1608959218,1608959218,1608959218,1608959218,1608959223,1608959223
vc9-t5-pod264,1608959223,1608959236,1608959236,1608959236,1608959240,1608959240
vc57-t14-pod15,1608959218,1608959219,1608959219,1608959219,1608959219,1608959219
vc29-t17-pod2,1608959218,1608959218,1608959218,1608959218,1608959218,1608959218
vc28-t25-pod102,1608959220,1608959226,1608959226,1608959226,1608959229,1608959229
vc84-t46-pod223,1608959222,1608959235,1608959235,1608959235,1608959239,1608959239
vc20-t42-pod132,1608959221,1608959229,1608959229,1608959229,1608959232,1608959232
vc12-t16-pod85,1608959220,1608959224,1608959224,1608959224,1608959227,1608959227
vc28-t25-pod113,1608959220,1608959227,1608959227,1608959227,1608959231,1608959231
vc93-t28-pod117,1608959220,1608959227,1608959227,1608959227,1608959231,1608959231
vc46-t13-pod111,1608959220,1608959227,1608959227,1608959227,1608959230,1608959230
vc74-t22-pod59,1608959219,1608959222,1608959222,1608959222,1608959224,1608959224
vc90-t15-pod35,1608959218,1608959220,1608959220,1608959220,1608959222,1608959222
vc32-t50-pod82,1608959220,1608959224,1608959224,1608959224,1608959227,1608959227
vc13-t41-pod166,1608959221,1608959231,1608959231,1608959231,1608959235,1608959235
vc20-t42-pod0,1608959218,1608959218,1608959218,1608959218,1608959218,1608959218
vc32-t50-pod21,1608959218,1608959219,1608959219,1608959219,1608959220,1608959220
vc29-t17-pod113,1608959220,1608959227,1608959227,1608959227,1608959230,1608959230
vc44-t26-pod123,1608959220,1608959228,1608959228,1608959228,1608959231,1608959231
vc79-t4-pod20,1608959218,1608959219,1608959219,1608959219,1608959220,1608959220
vc9-t5-pod261,1608959223,1608959236,1608959236,1608959236,1608959240,1608959240
vc4-t11-pod113,1608959220,1608959227,1608959227,1608959227,1608959231,1608959231
vc70-t21-pod271,1608959222,1608959236,1608959236,1608959236,1608959240,1608959240
vc23-t47-pod6,1608959218,1608959218,1608959218,1608959218,1608959223,1608959223
vc23-t47-pod92,1608959220,1608959225,1608959225,1608959225,1608959228,1608959228
vc8-t23-pod175,1608959221,1608959232,1608959232,1608959232,1608959236,1608959236
vc61-t43-pod196,1608959222,1608959233,1608959233,1608959233,1608959237,1608959237
vc61-t43-pod72,1608959219,1608959223,1608959223,1608959223,1608959226,1608959226
vc63-t1-pod34,1608959218,1608959220,1608959220,1608959220,1608959221,1608959221
vc45-t49-pod113,1608959220,1608959227,1608959227,1608959227,1608959231,1608959231
vc72-t2-pod132,1608959221,1608959229,1608959229,1608959229,1608959232,1608959232
vc72-t2-pod64,1608959219,1608959222,1608959222,1608959222,1608959225,1608959225
vc90-t15-pod201,1608959222,1608959234,1608959234,1608959234,1608959238,1608959238
vc99-t9-pod1,1608959218,1608959218,1608959218,1608959218,1608959218,1608959218
vc61-t43-pod200,1608959222,1608959234,1608959234,1608959234,1608959237,1608959237
vc36-t30-pod70,1608959219,1608959223,1608959223,1608959223,1608959226,1608959226
vc4-t11-pod6,1608959218,1608959218,1608959218,1608959218,1608959222,1608959222
vc44-t26-pod25,1608959218,1608959219,1608959219,1608959219,1608959220,1608959220
vc90-t15-pod216,1608959222,1608959234,1608959234,1608959234,1608959239,1608959239
vc71-t38-pod64,1608959219,1608959222,1608959222,1608959222,1608959225,1608959225
vc88-t40-pod79,1608959219,1608959224,1608959224,1608959224,1608959227,1608959227
vc83-t45-pod267,1608959223,1608959236,1608959236,1608959236,1608959240,1608959240
vc9-t5-pod144,1608959221,1608959230,1608959230,1608959230,1608959233,1608959233
vc85-t39-pod34,1608959218,1608959220,1608959220,1608959220,1608959221,1608959221
vc8-t23-pod228,1608959222,1608959235,1608959235,1608959235,1608959239,1608959239
vc32-t50-pod101,1608959220,1608959226,1608959226,1608959226,1608959229,1608959229
