#podName,tenantCreation,dwsDequeue,superCreation,superReady,uwsDequeue,tenantUpdate
vc7-t20-pod49,1608953400,1608953404,1608953404,1608953404,1608953407,1608953407
vc46-t89-pod44,1608953400,1608953403,1608953404,1608953404,1608953407,1608953407
vc59-t4-pod40,1608953400,1608953403,1608953403,1608953403,1608953406,1608953406
vc16-t41-pod52,1608953401,1608953404,1608953404,1608953404,1608953404,1608953405
vc2-t59-pod4,1608953398,1608953398,1608953398,1608953398,1608953399,1608953399
vc74-t34-pod5,1608953398,1608953398,1608953398,1608953398,1608953399,1608953399
vc70-t9-pod42,1608953400,1608953403,1608953403,1608953404,1608953406,1608953406
vc3-t43-pod49,1608953401,1608953404,1608953404,1608953404,1608953404,1608953405
vc16-t41-pod26,1608953399,1608953399,1608953399,1608953401,1608953403,1608953403
vc65-t76-pod49,1608953400,1608953404,1608953404,1608953404,1608953407,1608953407
vc67-t56-pod11,1608953398,1608953398,1608953398,1608953398,1608953399,1608953399
vc55-t93-pod1,1608953397,1608953397,1608953398,1608953398,1608953398,1608953398
vc40-t26-pod30,1608953399,1608953401,1608953401,1608953402,1608953404,1608953404
vc86-t40-pod14,1608953398,1608953398,1608953398,1608953398,1608953399,1608953400
vc2-t59-pod6,1608953398,1608953398,1608953398,1608953398,1608953399,1608953399
vc18-t58-pod2,1608953398,1608953398,1608953398,1608953398,1608953398,1608953398
vc85-t47-pod5,1608953398,1608953398,1608953398,1608953398,1608953398,1608953399
vc3-t43-pod59,1608953401,1608953405,1608953405,1608953405,1608953408,1608953408
vc40-t26-pod35,1608953400,1608953402,1608953402,1608953402,1608953402,1608953403
vc83-t23-pod41,1608953400,1608953403,1608953403,1608953403,1608953406,1608953406
vc18-t58-pod24,1608953399,1608953399,1608953399,1608953400,1608953400,1608953401
vc11-t54-pod36,1608953400,1608953402,1608953403,1608953403,1608953406,1608953406
vc46-t89-pod43,1608953400,1608953403,1608953403,1608953404,1608953406,1608953406
vc53-t18-pod45,1608953400,1608953403,1608953403,1608953404,1608953406,1608953406
vc92-t68-pod44,1608953400,1608953403,1608953403,1608953404,1608953406,1608953406
vc95-t12-pod29,1608953399,1608953401,1608953401,1608953402,1608953404,1608953404
vc33-t16-pod7,1608953398,1608953398,1608953398,1608953398,1608953399,1608953399
vc83-t23-pod17,1608953399,1608953399,1608953399,1608953399,1608953400,1608953401
vc6-t8-pod41,1608953400,1608953403,1608953403,1608953403,1608953403,1608953404
vc59-t4-pod49,1608953400,1608953404,1608953404,1608953404,1608953407,1608953407
vc88-t67-pod42,1608953400,1608953403,1608953404,1608953404,1608953407,1608953407
vc4-t37-pod18,1608953398,1608953398,1608953398,1608953399,1608953400,1608953400
vc94-t100-pod4,1608953398,1608953398,1608953398,1608953398,1608953399,1608953399
vc33-t16-pod19,1608953398,1608953398,1608953398,1608953399,1608953400,1608953400
vc14-t77-pod8,1608953398,1608953398,1608953398,1608953398,1608953399,1608953399
vc75-t72-pod23,1608953399,1608953399,1608953399,1608953400,1608953400,1608953401
vc90-t85-pod9,1608953398,1608953398,1608953398,1608953398,1608953399,1608953399
vc30-t44-pod7,1608953398,1608953398,1608953398,1608953398,1608953399,1608953399
vc45-t63-pod9,1608953398,1608953398,1608953398,1608953398,1608953399,1608953399
vc6-t8-pod12,1608953398,1608953398,1608953398,1608953398,1608953399,1608953400
vc68-t84-pod16,1608953398,1608953398,1608953398,1608953399,1608953400,1608953400
vc21-t49-pod18,1608953398,1608953399,1608953399,1608953399,1608953400,1608953401
vc98-t14-pod44,1608953400,1608953403,1608953404,1608953404,1608953407,1608953407
vc19-t48-pod23,1608953399,1608953399,1608953399,1608953400,1608953400,1608953401
vc48-t2-pod52,1608953401,1608953404,1608953405,1608953405,1608953408,1608953408
vc92-t68-pod38,1608953400,1608953402,1608953403,1608953403,1608953405,1608953405
vc35-t25-pod43,1608953400,1608953403,1608953404,1608953404,1608953406,1608953406
vc11-t54-pod12,1608953398,1608953398,1608953398,1608953399,1608953399,1608953400
vc90-t85-pod18,1608953398,1608953399,1608953399,1608953399,1608953400,1608953401
vc4-t37-pod49,1608953401,1608953404,1608953404,1608953404,1608953407,1608953407
vc12-t70-pod23,1608953399,1608953399,1608953399,1608953400,1608953400,1608953401
vc12-t70-pod32,1608953399,1608953402,1608953402,1608953402,1608953405,1608953405
vc32-t78-pod49,1608953401,1608953404,1608953404,1608953404,1608953404,1608953405
vc40-t26-pod36,1608953400,1608953402,1608953402,1608953403,1608953405,1608953405
vc22-t55-pod60,1608953401,1608953405,1608953405,1608953405,1608953408,1608953408
vc100-t69-pod53,1608953401,1608953404,1608953404,1608953404,1608953404,1608953405
vc67-t56-pod28,1608953399,1608953400,1608953400,1608953401,1608953401,1608953402
vc14-t77-pod6,1608953398,1608953398,1608953398,1608953398,1608953399,1608953399
vc77-t10-pod9,1608953398,1608953398,1608953398,1608953398,1608953399,1608953400
vc36-t45-pod6,1608953398,1608953398,1608953398,1608953398,1608953399,1608953399
vc40-t26-pod4,1608953398,1608953398,1608953398,1608953398,1608953399,1608953399
vc41-t88-pod39,1608953400,1608953403,1608953403,1608953403,1608953403,1608953404
vc79-t39-pod37,1608953400,1608953403,1608953403,1608953403,1608953406,1608953406
