#podName,tenantCreation,dwsDequeue,superCreation,superReady,uwsDequeue,tenantUpdate
vc54-t35-pod0,1608596585,1608596585,1608596585,1608596585,1608596586,1608596586
vc31-t43-pod3,1608596588,1608596588,1608596588,1608596590,1608596590,1608596590
vc22-t41-pod4,1608596589,1608596589,1608596589,1608596592,1608596592,1608596592
vc7-t57-pod6,1608596591,1608596591,1608596591,1608596597,1608596597,1608596597
vc33-t6-pod7,1608596592,1608596592,1608596592,1608596597,1608596597,1608596597
vc76-t58-pod11,1608596596,1608596596,1608596596,1608596602,1608596602,1608596602
vc70-t96-pod12,1608596597,1608596597,1608596597,1608596603,1608596603,1608596603
vc21-t62-pod0,1608596585,1608596585,1608596585,1608596585,1608596585,1608596585
vc55-t84-pod0,1608596585,1608596585,1608596585,1608596585,1608596586,1608596586
vc79-t2-pod0,1608596585,1608596585,1608596585,1608596586,1608596586,1608596586
vc31-t43-pod4,1608596589,1608596589,1608596589,1608596592,1608596592,1608596592
vc65-t95-pod1,1608596586,1608596586,1608596586,1608596586,1608596587,1608596587
vc60-t76-pod5,1608596590,1608596590,1608596590,1608596594,1608596594,1608596594
vc19-t25-pod11,1608596596,1608596596,1608596596,1608596602,1608596602,1608596602
vc70-t96-pod0,1608596585,1608596585,1608596585,1608596585,1608596586,1608596586
vc50-t64-pod3,1608596588,1608596588,1608596588,1608596590,1608596590,1608596590
vc59-t75-pod0,1608596585,1608596585,1608596585,1608596585,1608596586,1608596586
vc18-t61-pod2,1608596587,1608596587,1608596587,1608596589,1608596589,1608596589
vc78-t1-pod6,1608596591,1608596591,1608596591,1608596596,1608596596,1608596596
vc76-t58-pod14,1608596599,1608596599,1608596599,1608596603,1608596603,1608596603
vc17-t40-pod1,1608596586,1608596586,1608596586,1608596586,1608596587,1608596587
vc4-t33-pod3,1608596588,1608596588,1608596588,1608596590,1608596590,1608596590
vc91-t86-pod4,1608596589,1608596589,1608596589,1608596591,1608596591,1608596591
vc18-t61-pod7,1608596592,1608596592,1608596592,1608596598,1608596598,1608596598
vc51-t37-pod1,1608596586,1608596586,1608596586,1608596586,1608596586,1608596587
vc31-t43-pod7,1608596592,1608596592,1608596592,1608596598,1608596598,1608596598
vc48-t16-pod10,1608596595,1608596595,1608596595,1608596601,1608596601,1608596601
vc2-t20-pod11,1608596596,1608596596,1608596596,1608596602,1608596602,1608596602
vc97-t67-pod1,1608596586,1608596586,1608596586,1608596587,1608596587,1608596587
vc55-t84-pod5,1608596590,1608596590,1608596590,1608596595,1608596595,1608596595
vc63-t69-pod3,1608596588,1608596588,1608596588,1608596591,1608596591,1608596591
vc81-t48-pod5,1608596590,1608596590,1608596590,1608596594,1608596594,1608596594
vc8-t77-pod8,1608596593,1608596593,1608596593,1608596599,1608596599,1608596599
vc35-t14-pod9,1608596594,1608596594,1608596594,1608596600,1608596600,1608596600
vc96-t49-pod7,1608596592,1608596592,1608596592,1608596597,1608596597,1608596597
vc13-t78-pod11,1608596596,1608596596,1608596596,1608596602,1608596602,1608596602
vc60-t76-pod7,1608596592,1608596592,1608596592,1608596597,1608596597,1608596597
vc46-t10-pod0,1608596585,1608596585,1608596585,1608596585,1608596586,1608596586
vc99-t60-pod1,1608596586,1608596586,1608596586,1608596587,1608596587,1608596587
vc27-t99-pod7,1608596592,1608596592,1608596592,1608596598,1608596598,1608596598
vc24-t97-pod0,1608596585,1608596585,1608596585,1608596585,1608596586,1608596586
vc49-t7-pod1,1608596586,1608596586,1608596586,1608596587,1608596587,1608596587
vc92-t66-pod5,1608596590,1608596590,1608596590,1608596594,1608596594,1608596594
vc98-t45-pod6,1608596591,1608596591,1608596591,1608596596,1608596596,1608596596
vc68-t88-pod8,1608596593,1608596593,1608596593,1608596599,1608596599,1608596599
vc15-t5-pod3,1608596588,1608596588,1608596588,1608596590,1608596590,1608596590
