#podName,tenantCreation,dwsDequeue,superCreation,superReady,uwsDequeue,tenantUpdate
vc42-t7-pod86,1608959845,1608959849,1608959849,1608959849,1608959849,1608959850
vc1-t36-pod86,1608959845,1608959849,1608959849,1608959849,1608959852,1608959852
vc13-t5-pod5,1608959843,1608959844,1608959844,1608959844,1608959844,1608959844
vc80-t47-pod46,1608959844,1608959846,1608959846,1608959846,1608959848,1608959848
vc21-t13-pod28,1608959844,1608959845,1608959845,1608959845,1608959847,1608959847
vc20-t6-pod67,1608959845,1608959848,1608959848,1608959848,1608959850,1608959850
vc68-t39-pod47,1608959844,1608959846,1608959846,1608959846,1608959849,1608959849
vc85-t24-pod101,1608959846,1608959850,1608959850,1608959850,1608959853,1608959853
vc13-t5-pod31,1608959844,1608959845,1608959845,1608959845,1608959847,1608959847
vc46-t8-pod76,1608959845,1608959849,1608959849,1608959849,1608959852,1608959852
vc21-t13-pod62,1608959845,1608959848,1608959848,1608959848,1608959850,1608959850
vc12-t10-pod60,1608959845,1608959847,1608959847,1608959847,1608959847,1608959848
vc51-t15-pod14,1608959844,1608959844,1608959844,1608959844,1608959845,1608959845
vc73-t26-pod28,1608959844,1608959845,1608959845,1608959845,1608959846,1608959846
vc5-t38-pod105,1608959846,1608959850,1608959850,1608959850,1608959853,1608959853
vc100-t50-pod83,1608959845,1608959849,1608959849,1608959849,1608959852,1608959852
vc78-t40-pod28,1608959844,1608959845,1608959845,1608959845,1608959846,1608959846
vc75-t2-pod27,1608959844,1608959845,1608959845,1608959845,1608959846,1608959846
vc1-t36-pod33,1608959844,1608959845,1608959845,1608959845,1608959847,1608959847
vc18-t37-pod76,1608959845,1608959849,1608959849,1608959849,1608959851,1608959851
vc82-t3-pod128,1608959846,1608959851,1608959851,1608959851,1608959854,1608959854
vc91-t42-pod44,1608959844,1608959846,1608959846,1608959846,1608959849,1608959849
vc80-t47-pod58,1608959845,1608959847,1608959847,1608959847,1608959850,1608959850
vc20-t6-pod34,1608959844,1608959845,1608959845,1608959845,1608959847,1608959847
vc2-t29-pod2,1608959843,1608959844,1608959844,1608959844,1608959844,1608959844
vc89-t41-pod27,1608959844,1608959845,1608959845,1608959845,1608959847,1608959847
vc14-t11-pod20,1608959844,1608959845,1608959845,1608959845,1608959845,1608959845
vc35-t14-pod77,1608959845,1608959849,1608959849,1608959849,1608959852,1608959852
vc92-t35-pod79,1608959845,1608959849,1608959849,1608959849,1608959851,1608959851
vc92-t35-pod88,1608959845,1608959850,1608959850,1608959850,1608959852,1608959852
