#podName,tenantCreation,dwsDequeue,superCreation,superReady,uwsDequeue,tenantUpdate
vc68-t25-pod17,1608597155,1608597155,1608597155,1608597171,1608597171,1608597171
vc10-t23-pod21,1608597159,1608597159,1608597159,1608597180,1608597180,1608597180
vc9-t62-pod26,1608597164,1608597164,1608597164,1608597188,1608597188,1608597188
vc23-t33-pod27,1608597165,1608597165,1608597165,1608597190,1608597190,1608597190
vc19-t5-pod30,1608597168,1608597168,1608597168,1608597194,1608597194,1608597194
vc35-t79-pod4,1608597142,1608597142,1608597142,1608597144,1608597144,1608597144
vc89-t20-pod6,1608597144,1608597144,1608597144,1608597149,1608597149,1608597149
vc79-t89-pod13,1608597151,1608597151,1608597151,1608597163,1608597163,1608597163
vc49-t3-pod46,1608597184,1608597184,1608597184,1608597211,1608597211,1608597211
vc89-t20-pod4,1608597142,1608597142,1608597142,1608597146,1608597146,1608597146
vc23-t33-pod7,1608597145,1608597145,1608597145,1608597152,1608597152,1608597152
vc69-t9-pod14,1608597152,1608597152,1608597152,1608597165,1608597165,1608597165
vc59-t83-pod19,1608597157,1608597157,1608597157,1608597175,1608597175,1608597175
vc28-t34-pod20,1608597158,1608597158,1608597158,1608597176,1608597176,1608597176
vc7-t94-pod23,1608597161,1608597161,1608597161,1608597182,1608597182,1608597182
vc45-t1-pod27,1608597165,1608597165,1608597165,1608597190,1608597190,1608597190
vc79-t89-pod33,1608597171,1608597171,1608597171,1608597198,1608597198,1608597198
vc14-t76-pod6,1608597144,1608597144,1608597144,1608597149,1608597149,1608597149
vc82-t21-pod50,1608597188,1608597188,1608597188,1608597214,1608597214,1608597214
vc97-t63-pod43,1608597181,1608597181,1608597181,1608597208,1608597208,1608597208
vc92-t56-pod20,1608597158,1608597158,1608597158,1608597176,1608597176,1608597176
vc11-t31-pod24,1608597162,1608597162,1608597162,1608597185,1608597185,1608597185
vc58-t77-pod24,1608597162,1608597162,1608597162,1608597185,1608597185,1608597185
vc77-t42-pod27,1608597165,1608597165,1608597165,1608597189,1608597189,1608597189
vc27-t7-pod28,1608597166,1608597166,1608597166,1608597190,1608597190,1608597190
vc8-t54-pod29,1608597167,1608597167,1608597167,1608597193,1608597193,1608597193
vc4-t60-pod15,1608597153,1608597153,1608597153,1608597166,1608597166,1608597166
vc66-t4-pod32,1608597170,1608597170,1608597170,1608597196,1608597196,1608597196
vc100-t14-pod42,1608597180,1608597180,1608597180,1608597207,1608597207,1608597207
vc77-t42-pod12,1608597150,1608597150,1608597150,1608597161,1608597162,1608597162
vc35-t79-pod8,1608597146,1608597146,1608597146,1608597152,1608597152,1608597152
vc45-t1-pod24,1608597162,1608597162,1608597162,1608597184,1608597184,1608597184
vc71-t13-pod3,1608597141,1608597141,1608597141,1608597143,1608597143,1608597143
vc85-t49-pod45,1608597183,1608597183,1608597183,1608597210,1608597210,1608597210
vc99-t64-pod8,1608597146,1608597146,1608597146,1608597153,1608597153,1608597153
vc40-t86-pod11,1608597149,1608597149,1608597149,1608597160,1608597160,1608597160
vc28-t34-pod6,1608597144,1608597144,1608597144,1608597148,1608597148,1608597148
vc88-t96-pod19,1608597157,1608597157,1608597157,1608597174,1608597174,1608597174
vc11-t31-pod5,1608597143,1608597143,1608597143,1608597147,1608597147,1608597147
vc99-t64-pod35,1608597173,1608597173,1608597173,1608597200,1608597200,1608597200
vc68-t25-pod31,1608597169,1608597169,1608597169,1608597195,1608597195,1608597195
