#podName,tenantCreation,dwsDequeue,superCreation,superReady,uwsDequeue,tenantUpdate
vc99-t30-pod72,1608840208,1608840208,1608840208,1608840208,1608840208,1608840208
vc50-t28-pod0,1608840195,1608840195,1608840195,1608840195,1608840195,1608840195
vc76-t43-pod12,1608840196,1608840196,1608840196,1608840196,1608840196,1608840196
vc99-t30-pod64,1608840206,1608840206,1608840206,1608840206,1608840206,1608840206
vc44-t11-pod70,1608840208,1608840208,1608840208,1608840208,1608840208,1608840208
vc34-t15-pod21,1608840198,1608840198,1608840198,1608840198,1608840198,1608840198
vc41-t9-pod50,1608840204,1608840204,1608840204,1608840204,1608840204,1608840204
vc52-t27-pod60,1608840206,1608840206,1608840206,1608840206,1608840206,1608840206
vc6-t19-pod97,1608840213,1608840213,1608840213,1608840213,1608840213,1608840213
vc89-t45-pod36,1608840201,1608840201,1608840201,1608840201,1608840201,1608840201
vc32-t23-pod50,1608840204,1608840204,1608840204,1608840204,1608840204,1608840204
vc59-t36-pod51,1608840204,1608840204,1608840204,1608840204,1608840204,1608840204
vc24-t26-pod68,1608840207,1608840207,1608840207,1608840207,1608840221,1608840221
vc44-t11-pod15,1608840197,1608840197,1608840197,1608840197,1608840197,1608840197
vc58-t1-pod40,1608840202,1608840202,1608840202,1608840202,1608840202,1608840202
vc14-t25-pod42,1608840202,1608840202,1608840202,1608840202,1608840202,1608840202
vc8-t44-pod86,1608840211,1608840211,1608840211,1608840211,1608840229,1608840229
vc66-t38-pod12,1608840196,1608840196,1608840196,1608840196,1608840212,1608840212
vc31-t49-pod27,1608840199,1608840199,1608840199,1608840199,1608840199,1608840199
vc14-t25-pod30,1608840200,1608840200,1608840200,1608840200,1608840200,1608840200
vc56-t18-pod53,1608840204,1608840204,1608840204,1608840204,1608840205,1608840205
vc87-t48-pod3,1608840195,1608840196,1608840196,1608840196,1608840196,1608840196
vc34-t15-pod12,1608840196,1608840196,1608840196,1608840196,1608840196,1608840196
vc56-t18-pod48,1608840203,1608840203,1608840203,1608840203,1608840204,1608840204
vc94-t5-pod93,1608840212,1608840212,1608840212,1608840212,1608840212,1608840212
vc39-t16-pod34,1608840200,1608840200,1608840200,1608840200,1608840201,1608840201
vc97-t24-pod43,1608840202,1608840202,1608840202,1608840202,1608840203,1608840203
vc99-t30-pod58,1608840205,1608840205,1608840205,1608840205,1608840205,1608840205
